Frequency,Power Loss,Distance,Height Difference,Peak Avg. Height Diff,Peak Avg. Dist.,Max Peak,Peak Count
0.449425,78.3,0.030878902150667575,-114.0,0,0,0,0
0.449425,79.17,0.06175780430133515,-116.0,0,0,0,0
0.449425,80.08,0.11007915021898819,-113.0,0,0,0,1
0.449425,82.2,0.11007915021898819,-113.0,0,0,0,1
0.449425,85.02,0.1584004961357448,-114.0,0,0,0,0
0.449425,82.81,0.1584004961357448,-114.0,0,0,0,0
0.449425,85.24,0.20672165826134956,-115.0,0,0,0,0
0.449425,87.09,0.20672165826134956,-115.0,0,0,0,0
0.449425,89.39,0.23760019282713413,-116.0,0,0,0,0
0.449425,89.55,0.25103609983411984,-115.0,0,0,0,1
0.449425,90.69,0.2819146343991482,-115.0,0,0,0,1
0.449425,99.28999999999999,0.3127931689640539,-115.0,0.0,0.1892775603613836,116.0,2
0.449425,102.25,0.3127931689640539,-115.0,0.0,0.1892775603613836,116.0,2
0.449425,103.84,0.36111359591863573,-114.0,1.0,0.23759798731596543,116.0,2
0.449425,106.06,0.3785558558934964,-113.0,1.0,0.15839902579648815,116.0,2
0.449425,104.96000000000001,0.40943402287289565,-114.0,1.0,0.206719636544196,116.0,2
0.449425,108.03999999999999,0.44031218985102816,-113.0,1.0,0.23759798731596543,116.0,2
0.449425,110.1,0.4711903568293674,-113.0,0.0,0.1892775603613836,116.0,2
0.449425,108.8,0.48462699900151707,-113.0,1.0,0.15439451075263055,117.0,2
0.449425,109.82,0.48462699900151707,-113.0,1.0,0.15439451075263055,117.0,2
0.449425,111.65,0.5155053497709625,-113.0,1.0,0.15439451075263055,117.0,2
0.449425,115.25,0.5463837005393306,-112.0,1.0,0.15439451075263055,117.0,2
0.449425,120.08000000000001,0.5772620513069352,-112.0,1.0,0.14767536259626615,117.0,3
0.449425,119.65,0.5598214454696935,-113.0,0.6666666666666666,0.11903605396878546,117.0,4
0.449425,119.22,0.5906999800314535,-115.0,1.0,0.12932896008754377,117.0,4
0.449425,121.50999999999999,0.621578514592325,-115.0,1.0,0.1235156086026703,117.0,4
0.449425,121.47999999999999,0.6524570491533296,-115.0,1.0,0.1235156086026703,117.0,4
0.449425,123.75,0.6833355837134458,-115.0,1.0,0.1235156086026703,117.0,4
0.449425,124.81,0.6833355837134458,-115.0,1.0,0.1235156086026703,117.0,4
0.449425,126.16,0.6967747989982783,-113.0,1.0,0.1235156086026703,117.0,4
0.449425,127.46000000000001,0.7276535173532314,-112.0,1.0,0.1235156086026703,117.0,4
0.449425,126.00999999999999,0.7585322357079958,-111.0,1.0,0.1235156086026703,117.0,4
0.449425,125.38,0.7894109540632787,-110.0,1.0,0.1235156086026703,117.0,4
0.449425,122.88,0.7894109540632787,-110.0,1.0,0.1235156086026703,117.0,4
0.449425,125.52000000000001,0.802851455917357,-107.0,1.0,0.1235156086026703,117.0,4
0.449425,124.30000000000001,0.8337303580680245,-105.0,1.0,0.1235156086026703,117.0,4
0.449425,126.77000000000001,0.8646092602186921,-104.0,1.0,0.1235156086026703,117.0,4
0.449425,127.35999999999999,0.8646092602186921,-104.0,1.0,0.1235156086026703,117.0,4
0.449425,128.24,0.9263670645193199,-99.0,1.0,0.1235156086026703,117.0,4
0.449425,125.62,0.9263670645193199,-99.0,1.0,0.1235156086026703,117.0,4
0.449425,128.88,0.9746830803886589,-96.0,1.0,0.1235156086026703,117.0,4
0.449425,127.71000000000001,1.005561798741725,-94.0,1.0,0.1235156086026703,117.0,4
0.449425,132.66,1.0364405170946023,-92.0,1.0,0.1235156086026703,117.0,4
0.449425,135.75,1.0847561653683506,-91.0,1.0,0.1235156086026703,117.0,4
0.449425,138.93,1.0673192354472911,-89.0,1.0,0.1235156086026703,117.0,4
0.449425,135.32,1.0981979537997915,-88.0,1.0,0.1235156086026703,117.0,4
0.449425,134.24,1.0981979537997915,-88.0,1.0,0.1235156086026703,117.0,4
0.449425,133.29,1.1116404774233253,-87.0,1.0,0.1235156086026703,117.0,4
0.449425,133.73,1.1425193795739927,-87.0,1.0,0.1235156086026703,117.0,4
0.449425,136.41,1.15995557430276,-87.0,1.0,0.1235156086026703,117.0,4
0.449425,134.6,1.1908342926555904,-86.0,1.0,0.1235156086026703,117.0,4
0.449425,140.46,1.2082706711827138,-86.0,1.0,0.1235156086026703,117.0,4
0.449425,142.4,1.2082706711827138,-86.0,1.0,0.1235156086026703,117.0,4
0.449425,142.46,1.1948290665491204,-90.0,1.0,0.1235156086026703,117.0,4
0.449425,138.39,1.2122663640654499,-89.0,7.5,0.2721876888656949,117.0,5
0.449425,135.45,1.2122663640654499,-89.0,7.5,0.2721876888656949,117.0,5
0.449425,138.75,1.198826046012869,-91.0,5.75,0.2369501515769508,117.0,5
0.449425,136.15,1.2162644463094683,-91.0,3.8,0.19304780132087845,117.0,6
0.449425,139.47,1.2162644463094683,-91.0,3.8,0.19304780132087845,117.0,6
0.449425,138.59,1.2028255986265108,-93.0,2.3333333333333335,0.15863329855424627,117.0,7
0.449425,137.26,1.2028255986265108,-93.0,2.3333333333333335,0.15863329855424627,117.0,7
0.449425,136.26,1.1893874861231923,-95.0,1.6666666666666667,0.15639355187109807,117.0,7
0.449425,135.84,1.1893874861231923,-95.0,1.6666666666666667,0.15639355187109807,117.0,7
0.449425,133.9,1.175950108799109,-96.0,2.25,0.23123089157693616,117.0,5
0.449425,133.57,1.175950108799109,-96.0,2.25,0.23123089157693616,117.0,5
0.449425,132.25,1.1625134666489783,-96.0,0.6,0.18229731131260854,117.0,6
